Supplementary Table 3: Cell metadata for cross-species pancreatic islet analysis

Cell_Name	Species	Individual	Cluster_ID	Baron_Cluster_ID
human3_lib3.final_cell_0887	human	human3	acinar	acinar
human3_lib3.final_cell_0888	human	human3	beta	beta
human3_lib3.final_cell_0889	human	human3	endothelial	endothelial
human3_lib3.final_cell_0890	human	human3	stellate	quiescent_stellate
human3_lib3.final_cell_0891	human	human3	beta	alpha
human3_lib3.final_cell_0892	human	human3	beta	beta
human3_lib3.final_cell_0893	human	human3	beta	beta
human3_lib3.final_cell_0894	human	human3	stellate	quiescent_stellate
human3_lib3.final_cell_0895	human	human3	stellate	acinar
human3_lib3.final_cell_0896	human	human3	immune	t_cell
human3_lib3.final_cell_0897	human	human3	beta	beta
human3_lib3.final_cell_0898	human	human3	endothelial	endothelial
human3_lib3.final_cell_0899	human	human3	beta	beta
human3_lib3.final_cell_0900	human	human3	beta	beta
human3_lib3.final_cell_0901	human	human3	stellate	quiescent_stellate
human3_lib3.final_cell_0902	human	human3	removed	delta
human3_lib3.final_cell_0903	human	human3	beta	beta
human3_lib3.final_cell_0904	human	human3	endothelial	endothelial
human3_lib3.final_cell_0905	human	human3	beta	beta
human3_lib3.final_cell_0906	human	human3	beta	beta
human3_lib3.final_cell_0907	human	human3	delta	delta
human3_lib3.final_cell_0908	human	human3	immune	macrophage
human3_lib3.final_cell_0909	human	human3	beta	beta
human3_lib3.final_cell_0910	human	human3	beta	beta
human3_lib3.final_cell_0911	human	human3	beta	beta
human3_lib3.final_cell_0912	human	human3	beta	beta
human3_lib3.final_cell_0913	human	human3	endothelial	endothelial
human3_lib3.final_cell_0914	human	human3	beta	beta
human3_lib3.final_cell_0916	human	human3	beta	beta
human3_lib3.final_cell_0917	human	human3	beta	alpha
human3_lib3.final_cell_0918	human	human3	beta	beta
human3_lib3.final_cell_0919	human	human3	endothelial	endothelial
human3_lib3.final_cell_0920	human	human3	stellate	quiescent_stellate
human3_lib3.final_cell_0921	human	human3	ductal	ductal
human3_lib3.final_cell_0922	human	human3	endothelial	endothelial
human3_lib3.final_cell_0923	human	human3	endothelial	endothelial
human3_lib3.final_cell_0924	human	human3	beta	beta
human3_lib3.final_cell_0925	human	human3	endothelial	endothelial
human3_lib3.final_cell_0926	human	human3	beta	beta
human3_lib3.final_cell_0927	human	human3	beta	beta
human3_lib3.final_cell_0928	human	human3	beta	alpha
human3_lib3.final_cell_0929	human	human3	beta	beta
human3_lib3.final_cell_0930	human	human3	beta	beta
human3_lib3.final_cell_0931	human	human3	endothelial	endothelial
human3_lib3.final_cell_0932	human	human3	beta	beta
human3_lib3.final_cell_0933	human	human3	endothelial	endothelial
human3_lib3.final_cell_0934	human	human3	beta	beta
human3_lib4.final_cell_0001	human	human3	acinar	acinar
human3_lib4.final_cell_0002	human	human3	acinar	acinar
human3_lib4.final_cell_0003	human	human3	acinar	acinar
human3_lib4.final_cell_0004	human	human3	acinar	acinar
human3_lib4.final_cell_0005	human	human3	acinar	acinar
human3_lib4.final_cell_0006	human	human3	acinar	acinar
human3_lib4.final_cell_0007	human	human3	acinar	acinar
human3_lib4.final_cell_0008	human	human3	acinar	acinar
human3_lib4.final_cell_0009	human	human3	acinar	acinar
human3_lib4.final_cell_0010	human	human3	acinar	acinar
human3_lib4.final_cell_0011	human	human3	acinar	acinar
human3_lib4.final_cell_0012	human	human3	acinar	acinar
human3_lib4.final_cell_0013	human	human3	acinar	acinar
human3_lib4.final_cell_0014	human	human3	acinar	acinar
human3_lib4.final_cell_0015	human	human3	acinar	acinar
human3_lib4.final_cell_0016	human	human3	acinar	acinar
human3_lib4.final_cell_0017	human	human3	acinar	acinar
human3_lib4.final_cell_0018	human	human3	acinar	acinar
human3_lib4.final_cell_0019	human	human3	acinar	acinar
human3_lib4.final_cell_0020	human	human3	acinar	acinar
human3_lib4.final_cell_0021	human	human3	acinar	acinar
human3_lib4.final_cell_0022	human	human3	acinar	acinar
human3_lib4.final_cell_0023	human	human3	acinar	acinar
human3_lib4.final_cell_0024	human	human3	acinar	acinar
human3_lib4.final_cell_0025	human	human3	acinar	acinar
human3_lib4.final_cell_0026	human	human3	acinar	acinar
human3_lib4.final_cell_0027	human	human3	acinar	acinar
human3_lib4.final_cell_0028	human	human3	acinar	acinar
human3_lib4.final_cell_0029	human	human3	acinar	acinar
human3_lib4.final_cell_0030	human	human3	removed	delta
human3_lib4.final_cell_0031	human	human3	acinar	acinar
human3_lib4.final_cell_0032	human	human3	acinar	acinar
human3_lib4.final_cell_0033	human	human3	acinar	acinar
human3_lib4.final_cell_0034	human	human3	acinar	acinar
human3_lib4.final_cell_0035	human	human3	acinar	acinar
human3_lib4.final_cell_0036	human	human3	acinar	acinar
human3_lib4.final_cell_0037	human	human3	acinar	acinar
human3_lib4.final_cell_0038	human	human3	acinar	acinar
human3_lib4.final_cell_0039	human	human3	acinar	acinar
human3_lib4.final_cell_0040	human	human3	acinar	beta
human3_lib4.final_cell_0041	human	human3	acinar	acinar
human3_lib4.final_cell_0042	human	human3	beta	beta
human3_lib4.final_cell_0043	human	human3	acinar	acinar
human3_lib4.final_cell_0044	human	human3	acinar	acinar
human3_lib4.final_cell_0045	human	human3	alpha	alpha
human3_lib4.final_cell_0046	human	human3	acinar	acinar
human3_lib4.final_cell_0047	human	human3	delta	delta
human3_lib4.final_cell_0048	human	human3	acinar	acinar
human3_lib4.final_cell_0049	human	human3	acinar	acinar
human3_lib4.final_cell_0050	human	human3	delta	delta
human3_lib4.final_cell_0051	human	human3	acinar	acinar
human3_lib4.final_cell_0052	human	human3	ductal	ductal
human3_lib4.final_cell_0053	human	human3	acinar	acinar
human3_lib4.final_cell_0054	human	human3	acinar	acinar
human3_lib4.final_cell_0055	human	human3	acinar	acinar
human3_lib4.final_cell_0056	human	human3	acinar	acinar
human3_lib4.final_cell_0057	human	human3	acinar	acinar
human3_lib4.final_cell_0058	human	human3	beta	beta
human3_lib4.final_cell_0059	human	human3	acinar	acinar
human3_lib4.final_cell_0060	human	human3	acinar	acinar
human3_lib4.final_cell_0061	human	human3	acinar	acinar
human3_lib4.final_cell_0062	human	human3	acinar	acinar
human3_lib4.final_cell_0063	human	human3	acinar	acinar
human3_lib4.final_cell_0064	human	human3	acinar	acinar
human3_lib4.final_cell_0065	human	human3	acinar	acinar
human3_lib4.final_cell_0066	human	human3	acinar	acinar
human3_lib4.final_cell_0067	human	human3	delta	delta
human3_lib4.final_cell_0068	human	human3	acinar	acinar
human3_lib4.final_cell_0069	human	human3	acinar	acinar
human3_lib4.final_cell_0070	human	human3	acinar	acinar
human3_lib4.final_cell_0071	human	human3	beta	beta
human3_lib4.final_cell_0072	human	human3	acinar	acinar
human3_lib4.final_cell_0073	human	human3	acinar	acinar
human3_lib4.final_cell_0074	human	human3	acinar	acinar
human3_lib4.final_cell_0075	human	human3	acinar	acinar
human3_lib4.final_cell_0076	human	human3	acinar	acinar
human3_lib4.final_cell_0077	human	human3	acinar	acinar
human3_lib4.final_cell_0078	human	human3	acinar	acinar
human3_lib4.final_cell_0079	human	human3	ductal	ductal
human3_lib4.final_cell_0080	human	human3	acinar	acinar
human3_lib4.final_cell_0081	human	human3	acinar	acinar
human3_lib4.final_cell_0082	human	human3	delta	delta
human3_lib4.final_cell_0083	human	human3	acinar	acinar
human3_lib4.final_cell_0084	human	human3	alpha	alpha
human3_lib4.final_cell_0085	human	human3	ductal	ductal
human3_lib4.final_cell_0086	human	human3	acinar	acinar
human3_lib4.final_cell_0087	human	human3	acinar	acinar
human3_lib4.final_cell_0088	human	human3	acinar	acinar
human3_lib4.final_cell_0089	human	human3	alpha	alpha
human3_lib4.final_cell_0090	human	human3	acinar	acinar
human3_lib4.final_cell_0091	human	human3	acinar	acinar
human3_lib4.final_cell_0092	human	human3	beta	beta
human3_lib4.final_cell_0093	human	human3	acinar	acinar
human3_lib4.final_cell_0094	human	human3	beta	beta
human3_lib4.final_cell_0095	human	human3	beta	beta
human3_lib4.final_cell_0096	human	human3	beta	beta
human3_lib4.final_cell_0097	human	human3	beta	beta
human3_lib4.final_cell_0098	human	human3	beta	beta
human3_lib4.final_cell_0099	human	human3	delta	delta
human3_lib4.final_cell_0100	human	human3	ductal	ductal
human3_lib4.final_cell_0101	human	human3	acinar	acinar
human3_lib4.final_cell_0102	human	human3	acinar	acinar
human3_lib4.final_cell_0103	human	human3	acinar	acinar
human3_lib4.final_cell_0104	human	human3	delta	delta
human3_lib4.final_cell_0105	human	human3	beta	beta
human3_lib4.final_cell_0106	human	human3	acinar	acinar
human3_lib4.final_cell_0107	human	human3	alpha	alpha
human3_lib4.final_cell_0108	human	human3	acinar	acinar
human3_lib4.final_cell_0109	human	human3	acinar	acinar
human3_lib4.final_cell_0110	human	human3	acinar	acinar
human3_lib4.final_cell_0111	human	human3	acinar	acinar
human3_lib4.final_cell_0112	human	human3	beta	beta
human3_lib4.final_cell_0113	human	human3	acinar	acinar
human3_lib4.final_cell_0114	human	human3	acinar	acinar
human3_lib4.final_cell_0115	human	human3	acinar	acinar
human3_lib4.final_cell_0116	human	human3	alpha	alpha
human3_lib4.final_cell_0117	human	human3	beta_er_stress	beta
human3_lib4.final_cell_0118	human	human3	delta	delta
human3_lib4.final_cell_0119	human	human3	stellate	activated_stellate
human3_lib4.final_cell_0120	human	human3	acinar	acinar
human3_lib4.final_cell_0121	human	human3	ductal	ductal
human3_lib4.final_cell_0122	human	human3	acinar	acinar
human3_lib4.final_cell_0123	human	human3	acinar	acinar
human3_lib4.final_cell_0124	human	human3	beta	beta
human3_lib4.final_cell_0125	human	human3	acinar	acinar
human3_lib4.final_cell_0126	human	human3	acinar	acinar
human3_lib4.final_cell_0127	human	human3	acinar	acinar
human3_lib4.final_cell_0128	human	human3	acinar	acinar
human3_lib4.final_cell_0129	human	human3	acinar	acinar
human3_lib4.final_cell_0130	human	human3	delta	delta
human3_lib4.final_cell_0131	human	human3	acinar	acinar
human3_lib4.final_cell_0132	human	human3	beta	beta
human3_lib4.final_cell_0133	human	human3	acinar	acinar
human3_lib4.final_cell_0134	human	human3	beta	beta
human3_lib4.final_cell_0135	human	human3	acinar	acinar
human3_lib4.final_cell_0136	human	human3	beta	beta
human3_lib4.final_cell_0137	human	human3	acinar	acinar
human3_lib4.final_cell_0138	human	human3	beta	beta
human3_lib4.final_cell_0139	human	human3	acinar	acinar
human3_lib4.final_cell_0140	human	human3	beta	beta
human3_lib4.final_cell_0141	human	human3	beta	beta
human3_lib4.final_cell_0142	human	human3	acinar	acinar
human3_lib4.final_cell_0143	human	human3	acinar	acinar
human3_lib4.final_cell_0144	human	human3	delta	delta
human3_lib4.final_cell_0145	human	human3	ductal	ductal
human3_lib4.final_cell_0146	human	human3	acinar	acinar
human3_lib4.final_cell_0147	human	human3	acinar	acinar
human3_lib4.final_cell_0148	human	human3	acinar	acinar
human3_lib4.final_cell_0149	human	human3	acinar	acinar
human3_lib4.final_cell_0150	human	human3	ductal	ductal
human3_lib4.final_cell_0151	human	human3	alpha	alpha
human3_lib4.final_cell_0152	human	human3	alpha	alpha
human3_lib4.final_cell_0153	human	human3	alpha	alpha
human3_lib4.final_cell_0154	human	human3	alpha	alpha
human3_lib4.final_cell_0155	human	human3	acinar	acinar
human3_lib4.final_cell_0156	human	human3	alpha	alpha
human3_lib4.final_cell_0157	human	human3	acinar	acinar
human3_lib4.final_cell_0158	human	human3	delta	delta
human3_lib4.final_cell_0159	human	human3	beta	beta
human3_lib4.final_cell_0160	human	human3	alpha	alpha
human3_lib4.final_cell_0161	human	human3	beta	beta
human3_lib4.final_cell_0162	human	human3	beta	beta
human3_lib4.final_cell_0163	human	human3	beta	beta
human3_lib4.final_cell_0164	human	human3	acinar	acinar
human3_lib4.final_cell_0165	human	human3	acinar	acinar
human3_lib4.final_cell_0166	human	human3	alpha	alpha
human3_lib4.final_cell_0167	human	human3	ductal	ductal
human3_lib4.final_cell_0168	human	human3	alpha	alpha
human3_lib4.final_cell_0169	human	human3	beta	beta
human3_lib4.final_cell_0170	human	human3	acinar	acinar
human3_lib4.final_cell_0171	human	human3	acinar	acinar
human3_lib4.final_cell_0172	human	human3	alpha	alpha
human3_lib4.final_cell_0173	human	human3	ductal	acinar
human3_lib4.final_cell_0174	human	human3	ductal	ductal
human3_lib4.final_cell_0175	human	human3	acinar	acinar
human3_lib4.final_cell_0176	human	human3	acinar	acinar
human3_lib4.final_cell_0177	human	human3	beta	acinar
human3_lib4.final_cell_0178	human	human3	ductal	ductal
human3_lib4.final_cell_0179	human	human3	acinar	acinar
human3_lib4.final_cell_0180	human	human3	delta	delta
human3_lib4.final_cell_0181	human	human3	ductal	ductal
human3_lib4.final_cell_0182	human	human3	acinar	acinar
human3_lib4.final_cell_0183	human	human3	delta	delta
human3_lib4.final_cell_0184	human	human3	stellate	acinar
human3_lib4.final_cell_0185	human	human3	alpha	alpha
human3_lib4.final_cell_0186	human	human3	alpha	alpha
human3_lib4.final_cell_0187	human	human3	acinar	acinar
human3_lib4.final_cell_0188	human	human3	delta	beta
human3_lib4.final_cell_0189	human	human3	alpha	alpha
human3_lib4.final_cell_0190	human	human3	acinar	acinar
human3_lib4.final_cell_0191	human	human3	ductal	ductal
human3_lib4.final_cell_0192	human	human3	removed	delta
human3_lib4.final_cell_0193	human	human3	beta	beta
human3_lib4.final_cell_0194	human	human3	beta	beta
human3_lib4.final_cell_0195	human	human3	acinar	acinar
human3_lib4.final_cell_0196	human	human3	beta	beta
human3_lib4.final_cell_0197	human	human3	acinar	acinar
human3_lib4.final_cell_0198	human	human3	acinar	acinar
human3_lib4.final_cell_0199	human	human3	acinar	acinar
human3_lib4.final_cell_0200	human	human3	acinar	acinar
human3_lib4.final_cell_0201	human	human3	beta	beta
human3_lib4.final_cell_0202	human	human3	delta	delta
human3_lib4.final_cell_0203	human	human3	delta	delta
human3_lib4.final_cell_0204	human	human3	ductal	ductal
human3_lib4.final_cell_0205	human	human3	beta	beta
human3_lib4.final_cell_0206	human	human3	alpha	alpha
human3_lib4.final_cell_0207	human	human3	acinar	acinar
human3_lib4.final_cell_0208	human	human3	beta	beta
human3_lib4.final_cell_0209	human	human3	alpha	alpha
human3_lib4.final_cell_0210	human	human3	ductal	ductal
human3_lib4.final_cell_0211	human	human3	acinar	acinar
human3_lib4.final_cell_0212	human	human3	delta	delta
human3_lib4.final_cell_0213	human	human3	acinar	acinar
human3_lib4.final_cell_0214	human	human3	acinar	acinar
human3_lib4.final_cell_0215	human	human3	beta	beta
human3_lib4.final_cell_0216	human	human3	alpha	alpha
human3_lib4.final_cell_0217	human	human3	alpha	alpha
human3_lib4.final_cell_0218	human	human3	beta	beta
human3_lib4.final_cell_0219	human	human3	acinar	acinar
human3_lib4.final_cell_0220	human	human3	gamma	gamma
human3_lib4.final_cell_0221	human	human3	alpha	alpha
human3_lib4.final_cell_0222	human	human3	alpha	alpha
human3_lib4.final_cell_0223	human	human3	beta	beta
human3_lib4.final_cell_0224	human	human3	acinar	acinar
human3_lib4.final_cell_0225	human	human3	beta	beta
human3_lib4.final_cell_0226	human	human3	beta	beta
human3_lib4.final_cell_0227	human	human3	beta	beta
human3_lib4.final_cell_0228	human	human3	acinar	acinar
human3_lib4.final_cell_0229	human	human3	beta	beta
human3_lib4.final_cell_0230	human	human3	delta	delta
human3_lib4.final_cell_0231	human	human3	alpha	alpha
human3_lib4.final_cell_0232	human	human3	ductal	ductal
human3_lib4.final_cell_0233	human	human3	acinar	acinar
human3_lib4.final_cell_0234	human	human3	acinar	acinar
human3_lib4.final_cell_0235	human	human3	delta	delta
human3_lib4.final_cell_0236	human	human3	beta	beta
human3_lib4.final_cell_0237	human	human3	stellate	quiescent_stellate
human3_lib4.final_cell_0238	human	human3	alpha	alpha
human3_lib4.final_cell_0239	human	human3	ductal	ductal
human3_lib4.final_cell_0240	human	human3	beta	beta
human3_lib4.final_cell_0241	human	human3	alpha	alpha
human3_lib4.final_cell_0242	human	human3	acinar	acinar
human3_lib4.final_cell_0243	human	human3	beta	beta
human3_lib4.final_cell_0244	human	human3	beta	beta
human3_lib4.final_cell_0245	human	human3	alpha	alpha
human3_lib4.final_cell_0246	human	human3	alpha	alpha
human3_lib4.final_cell_0247	human	human3	alpha	alpha
human3_lib4.final_cell_0248	human	human3	alpha	alpha
human3_lib4.final_cell_0249	human	human3	ductal	ductal
human3_lib4.final_cell_0250	human	human3	alpha	alpha
human3_lib4.final_cell_0251	human	human3	beta	beta
human3_lib4.final_cell_0252	human	human3	alpha	alpha
human3_lib4.final_cell_0253	human	human3	alpha	alpha
human3_lib4.final_cell_0254	human	human3	beta	beta
human3_lib4.final_cell_0255	human	human3	stellate	activated_stellate
human3_lib4.final_cell_0256	human	human3	alpha	alpha
human3_lib4.final_cell_0257	human	human3	beta	beta
human3_lib4.final_cell_0258	human	human3	alpha	alpha
human3_lib4.final_cell_0259	human	human3	alpha	alpha
human3_lib4.final_cell_0260	human	human3	alpha	alpha
human3_lib4.final_cell_0261	human	human3	gamma	gamma
human3_lib4.final_cell_0262	human	human3	ductal	ductal
human3_lib4.final_cell_0263	human	human3	beta	beta
human3_lib4.final_cell_0264	human	human3	beta	beta
human3_lib4.final_cell_0265	human	human3	beta	beta
human3_lib4.final_cell_0266	human	human3	ductal	ductal
human3_lib4.final_cell_0267	human	human3	ductal	ductal
human3_lib4.final_cell_0268	human	human3	beta	beta
human3_lib4.final_cell_0269	human	human3	acinar	acinar
human3_lib4.final_cell_0270	human	human3	acinar	acinar
human3_lib4.final_cell_0271	human	human3	ductal	ductal
human3_lib4.final_cell_0272	human	human3	acinar	acinar
human3_lib4.final_cell_0273	human	human3	alpha	alpha
human3_lib4.final_cell_0274	human	human3	ductal	ductal
human3_lib4.final_cell_0275	human	human3	beta	beta
human3_lib4.final_cell_0276	human	human3	alpha	alpha
human3_lib4.final_cell_0277	human	human3	acinar	acinar
human3_lib4.final_cell_0278	human	human3	delta	delta
human3_lib4.final_cell_0279	human	human3	beta	beta
human3_lib4.final_cell_0280	human	human3	alpha	alpha
